Gene,Gene name,Main location,Other location,Expression type,Reliability,Main location GO id,Other location GO id,,Sort
ENSG00000020256,ZFP64,Nucleus,,APE,Uncertain,GO:0005634,,,251
ENSG00000020426,MNAT1,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,252
ENSG00000020577,SAMD4A,Cell Junctions,Cytoplasm,APE,Supportive,GO:0030054,GO:0005737,,253
ENSG00000020922,MRE11A,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,254
ENSG00000021574,SPAST,Nucleus but not nucleoli,Cytoplasm,APE,Uncertain,GO:0005654,GO:0005737,,255
ENSG00000021826,CPS1,Nucleoli,,APE,Uncertain,GO:0005730,,,256
ENSG00000022267,FHL1,Cytoplasm,Plasma membrane,APE,Supportive,GO:0005737,GO:0005886,,257
ENSG00000022277,RTFDC1,Nucleus;Nucleoli,,APE,Uncertain,GO:0005634;GO:0005730,,,258
ENSG00000022556,NLRP2,Cytoplasm;Golgi apparatus;Vesicles,,APE,Supportive,GO:0005737;GO:0005794;GO:0043231,,,259
ENSG00000022567,SLC45A4,Plasma membrane,,APE,Uncertain,GO:0005886,,,260
ENSG00000022840,RNF10,Nucleus but not nucleoli,Mitochondria,APE,Uncertain,GO:0005654,GO:0005739,,261
ENSG00000022976,ZNF839,Plasma membrane,Nucleus but not nucleoli,APE,Uncertain,GO:0005886,GO:0005654,,262
ENSG00000023171,GRAMD1B,Nucleoli,Nucleus;Cytoskeleton (Intermediate filaments),APE,Uncertain,GO:0005730,GO:0005634;GO:0045111,,263
ENSG00000023191,RNH1,Nucleus but not nucleoli;Cytoplasm,,APE,Supportive,GO:0005654;GO:0005737,,,264
ENSG00000023228,NDUFS1,Mitochondria,,APE,Supportive,GO:0005739,,,265
ENSG00000023287,RB1CC1,Cytoplasm,Nuclear membrane,APE,Uncertain,GO:0005737,GO:0031965,,266
ENSG00000023330,ALAS1,Mitochondria,Nucleus,APE,Supportive,GO:0005739,GO:0005634,,267
ENSG00000023445,BIRC3,Nucleus but not nucleoli;Cytoplasm,,APE,Supportive,GO:0005654;GO:0005737,,,268
ENSG00000023516,AKAP11,Nucleoli;Plasma membrane;Cytoplasm,,APE,Uncertain,GO:0005730;GO:0005886;GO:0005737,,,269
ENSG00000023572,GLRX2,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,270
ENSG00000023608,SNAPC1,Nucleus,Nucleoli;Vesicles,APE,Supportive,GO:0005634,GO:0005730;GO:0043231,,271
ENSG00000023892,DEF6,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,272
ENSG00000023902,PLEKHO1,Mitochondria,,APE,Uncertain,GO:0005739,,,273
ENSG00000023909,GCLM,Nucleus;Plasma membrane;Cytoplasm,,APE,Supportive,GO:0005634;GO:0005886;GO:0005737,,,274
ENSG00000024048,UBR2,Nucleus but not nucleoli;Plasma membrane,,APE,Supportive,GO:0005654;GO:0005886,,,275
ENSG00000024526,DEPDC1,Nucleus,Nucleoli,APE,Supportive,GO:0005634,GO:0005730,,276
ENSG00000024862,CCDC28A,Cytoplasm,,APE,Uncertain,GO:0005737,,,277
ENSG00000025039,RRAGD,Nucleus but not nucleoli;Centrosome,,APE,Uncertain,GO:0005654;GO:0005813,,,278
ENSG00000025156,HSF2,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,279
ENSG00000025293,PHF20,Nucleus but not nucleoli,Nuclear membrane;Cytoplasm,APE,Supportive,GO:0005654,GO:0031965;GO:0005737,,280
ENSG00000025434,NR1H3,Nucleus but not nucleoli,Cytoplasm,APE,Uncertain,GO:0005654,GO:0005737,,281
ENSG00000025708,TYMP,Nucleus;Golgi apparatus,,APE,Uncertain,GO:0005634;GO:0005794,,,282
ENSG00000025770,NCAPH2,Nucleus,Cytoskeleton (Cytokinetic bridge),APE,Supportive,GO:0005634,GO:0045171,,283
ENSG00000025772,TOMM34,Cytoplasm,,APE,Supportive,GO:0005737,,,284
ENSG00000025800,KPNA6,Cytoplasm,Nucleus but not nucleoli,APE,Uncertain,GO:0005737,GO:0005654,,285
ENSG00000026025,VIM,Cytoskeleton (Intermediate filaments),,APE,Supportive,GO:0045111,,,286
ENSG00000026103,FAS,Plasma membrane;Cytoplasm,,APE,Supportive,GO:0005886;GO:0005737,,,287
ENSG00000026508,CD44,Plasma membrane,Golgi apparatus,APE,Supportive,GO:0005886,GO:0005794,,288
ENSG00000026559,KCNG1,Vesicles,,APE,Supportive,GO:0043231,,,289
ENSG00000026652,AGPAT4,Golgi apparatus,Nucleoli;Vesicles,APE,Uncertain,GO:0005794,GO:0005730;GO:0043231,,290
ENSG00000026950,BTN3A1,Vesicles,,APE,Uncertain,GO:0043231,,,291
ENSG00000027001,MIPEP,Mitochondria,,APE,Supportive,GO:0005739,,,292
ENSG00000027075,PRKCH,Cytoplasm,Plasma membrane,APE,Uncertain,GO:0005737,GO:0005886,,293
ENSG00000027697,IFNGR1,Vesicles,Cytoplasm,APE,Uncertain,GO:0043231,GO:0005737,,294
ENSG00000028116,VRK2,Endoplasmic reticulum,,APE,Supportive,GO:0005783,,,295
ENSG00000028203,VEZT,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,296
ENSG00000028310,BRD9,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,297
ENSG00000028528,SNX1,Vesicles,,APE,Supportive,GO:0043231,,,298
ENSG00000029153,ARNTL2,Nucleoli,Nucleus,APE,Supportive,GO:0005730,GO:0005634,,299
ENSG00000029363,BCLAF1,Nucleus,Nucleoli,APE,Supportive,GO:0005634,GO:0005730,,300
ENSG00000029534,ANK1,Nucleus but not nucleoli;Cytoplasm;Cell Junctions,,APE,Uncertain,GO:0005654;GO:0005737;GO:0030054,,,301
ENSG00000029725,RABEP1,Vesicles,,APE,Supportive,GO:0043231,,,302
ENSG00000029993,HMGB3,Nucleus;Nucleoli,,APE,Supportive,GO:0005634;GO:0005730,,,303
ENSG00000030419,IKZF2,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,304
ENSG00000030582,GRN,Vesicles,,APE,Supportive,GO:0043231,,,305
ENSG00000031003,FAM13B,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,306
ENSG00000031691,CENPQ,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,307
ENSG00000031698,SARS,Cytoplasm,,APE,Supportive,GO:0005737,,,308
ENSG00000031823,RANBP3,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,309
ENSG00000032219,ARID4A,Nucleus but not nucleoli,Plasma membrane;Cytoplasm,APE,Supportive,GO:0005654,GO:0005886;GO:0005737,,310
ENSG00000033030,ZCCHC8,Nucleus,,APE,Supportive,GO:0005634,,,311
ENSG00000033050,ABCF2,Nucleoli;Nucleus but not nucleoli;Cytoplasm,Mitochondria,APE,Uncertain,GO:0005730;GO:0005654;GO:0005737,GO:0005739,,312
ENSG00000033100,CHPF2,Nucleus,Cytoplasm,APE,Supportive,GO:0005634,GO:0005737,,313
ENSG00000033122,LRRC7,Cytoplasm,Nucleoli;Nucleus but not nucleoli;Plasma membrane;Centrosome,APE,Uncertain,GO:0005737,GO:0005730;GO:0005654;GO:0005886;GO:0005813,,314
ENSG00000033170,FUT8,Cytoplasm,Golgi apparatus,APE,Supportive,GO:0005737,GO:0005794,,315
ENSG00000033178,UBA6,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,316
ENSG00000033627,ATP6V0A1,Cytoplasm;Golgi apparatus,Nucleus but not nucleoli,APE,Uncertain,GO:0005737;GO:0005794,GO:0005654,,317
ENSG00000033800,PIAS1,Cytoskeleton (Microtubules),,APE,Uncertain,GO:0015630,,,318
ENSG00000033867,SLC4A7,Plasma membrane,Cytoplasm;Focal Adhesions,APE,Supportive,GO:0005886,GO:0005737;GO:0005925,,319
ENSG00000034053,APBA2,Plasma membrane;Golgi apparatus;Vesicles,Nucleus but not nucleoli,APE,Uncertain,GO:0005886;GO:0005794;GO:0043231,GO:0005654,,320
ENSG00000034152,MAP2K3,Nucleus but not nucleoli,Cytoplasm;Endoplasmic reticulum,APE,Uncertain,GO:0005654,GO:0005737;GO:0005783,,321
ENSG00000034533,ASTE1,Endoplasmic reticulum,,APE,Uncertain,GO:0005783,,,322
ENSG00000034693,PEX3,Nucleus but not nucleoli;Vesicles,,APE,Uncertain,GO:0005654;GO:0043231,,,323
ENSG00000034713,GABARAPL2,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,324
ENSG00000035115,SH3YL1,Nucleus,,APE,Uncertain,GO:0005634,,,325
ENSG00000035141,FAM136A,Mitochondria,Nucleoli;Cytoplasm;Focal Adhesions,APE,Supportive,GO:0005739,GO:0005730;GO:0005737;GO:0005925,,326
ENSG00000035403,VCL,Focal Adhesions,,APE,Supportive,GO:0005925,,,327
ENSG00000035499,DEPDC1B,Golgi apparatus,Nucleus but not nucleoli;Cytoplasm,APE,Uncertain,GO:0005794,GO:0005654;GO:0005737,,328
ENSG00000035681,NSMAF,Nucleoli,,APE,Uncertain,GO:0005730,,,329
ENSG00000035687,ADSS,Cytoplasm,Plasma membrane,APE,Supportive,GO:0005737,GO:0005886,,330
ENSG00000035720,STAP1,Nucleus but not nucleoli;Vesicles,,APE,Uncertain,GO:0005654;GO:0043231,,,331
ENSG00000035928,RFC1,Nucleus,,APE,Supportive,GO:0005634,,,332
ENSG00000036054,TBC1D23,Golgi apparatus,,APE,Uncertain,GO:0005794,,,333
ENSG00000036448,MYOM2,Mitochondria,Nucleus but not nucleoli;Cytoplasm,APE,Supportive,GO:0005739,GO:0005654;GO:0005737,,334
ENSG00000036473,OTC,Mitochondria,,APE,Supportive,GO:0005739,,,335
ENSG00000036549,ZZZ3,Nucleus;Nucleoli,,APE,Supportive,GO:0005634;GO:0005730,,,336
ENSG00000036672,USP2,Plasma membrane;Cytoplasm,,APE,Supportive,GO:0005886;GO:0005737,,,337
ENSG00000037241,RPL26L1,Cytoplasm,Nucleoli,APE,Uncertain,GO:0005737,GO:0005730,,338
ENSG00000037280,FLT4,Nucleus but not nucleoli;Plasma membrane,Cell Junctions,APE,Supportive,GO:0005654;GO:0005886,GO:0030054,,339
ENSG00000037474,NSUN2,Nucleus,,APE,Supportive,GO:0005634,,,340
ENSG00000037637,FBXO42,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,341
ENSG00000037749,MFAP3,Golgi apparatus,Nucleus but not nucleoli,APE,Uncertain,GO:0005794,GO:0005654,,342
ENSG00000037757,MRI1,Cytoplasm,Nucleoli,APE,Supportive,GO:0005737,GO:0005730,,343
ENSG00000037897,METTL1,Nucleus,,APE,Supportive,GO:0005634,,,344
ENSG00000037965,HOXC8,Nucleus but not nucleoli,Cytoskeleton (Microtubules),APE,Uncertain,GO:0005654,GO:0015630,,345
ENSG00000038002,AGA,Nucleus;Vesicles;Cytoskeleton (Microtubules),Cytoskeleton (Intermediate filaments),APE,Uncertain,GO:0005634;GO:0043231;GO:0015630,GO:0045111,,346
ENSG00000038210,PI4K2B,Cytoplasm,,APE,Supportive,GO:0005737,,,347
ENSG00000038219,BOD1L1,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,348
ENSG00000038295,TLL1,Vesicles,,APE,Supportive,GO:0043231,,,349
ENSG00000038358,EDC4,Vesicles,Nucleus but not nucleoli,APE,Supportive,GO:0043231,GO:0005654,,350
ENSG00000038382,TRIO,Cytoplasm,Vesicles,APE,Uncertain,GO:0005737,GO:0043231,,351
ENSG00000038427,VCAN,Vesicles,,APE,Supportive,GO:0043231,,,352
ENSG00000038532,CLEC16A,Nucleus but not nucleoli,Cytoplasm;Vesicles,APE,Supportive,GO:0005654,GO:0005737;GO:0043231,,353
ENSG00000039068,CDH1,Plasma membrane,Golgi apparatus;Vesicles;Focal Adhesions,APE,Supportive,GO:0005886,GO:0005794;GO:0043231;GO:0005925,,354
ENSG00000039123,SKIV2L2,Nucleus;Nucleoli,,APE,Supportive,GO:0005634;GO:0005730,,,355
ENSG00000039139,DNAH5,Nucleus,Nucleoli,APE,Uncertain,GO:0005634,GO:0005730,,356
ENSG00000039319,ZFYVE16,Cytoplasm;Vesicles,,APE,Supportive,GO:0005737;GO:0043231,,,357
ENSG00000039523,FAM65A,Cytoplasm;Golgi apparatus,,APE,Uncertain,GO:0005737;GO:0005794,,,358
ENSG00000039560,RAI14,Nucleus,Cytoplasm;Cytoskeleton (Actin filaments),APE,Supportive,GO:0005634,GO:0005737;GO:0015629,,359
ENSG00000039600,SOX30,Cytoplasm,Nucleus but not nucleoli,APE,Uncertain,GO:0005737,GO:0005654,,360
ENSG00000039650,PNKP,Nucleus;Nucleoli,,APE,Supportive,GO:0005634;GO:0005730,,,361
ENSG00000040199,PHLPP2,Vesicles,,APE,Supportive,GO:0043231,,,362
ENSG00000040275,SPDL1,Cytoplasm,,APE,Uncertain,GO:0005737,,,363
ENSG00000040341,STAU2,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,364
ENSG00000040487,PQLC2,Vesicles,,APE,Supportive,GO:0043231,,,365
ENSG00000040531,CTNS,Vesicles;Cytoskeleton (Intermediate filaments),,APE,Uncertain,GO:0043231;GO:0045111,,,366
ENSG00000040608,RTN4R,Plasma membrane,Cytoskeleton (Actin filaments);Focal Adhesions,APE,Supportive,GO:0005886,GO:0015629;GO:0005925,,367
ENSG00000040633,PHF23,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,368
ENSG00000040933,INPP4A,Nucleus;Nuclear membrane,,APE,Uncertain,GO:0005634;GO:0031965,,,369
ENSG00000041353,RAB27B,Plasma membrane;Golgi apparatus,Cytoplasm,APE,Uncertain,GO:0005886;GO:0005794,GO:0005737,,370
ENSG00000041357,PSMA4,Nucleus;Cytoplasm,Vesicles,APE,Supportive,GO:0005634;GO:0005737,GO:0043231,,371
ENSG00000041802,LSG1,Cytoplasm,Nucleus,APE,Supportive,GO:0005737,GO:0005634,,372
ENSG00000041988,THAP3,Nucleus,Cytoplasm;Mitochondria,APE,Supportive,GO:0005634,GO:0005737;GO:0005739,,373
ENSG00000042062,FAM65C,Nucleus;Cytoplasm,,APE,Uncertain,GO:0005634;GO:0005737,,,374
ENSG00000042088,TDP1,Nucleus,Plasma membrane,APE,Supportive,GO:0005634,GO:0005886,,375
ENSG00000042317,SPATA7,Nucleus but not nucleoli;Cytoplasm;Mitochondria,,APE,Uncertain,GO:0005654;GO:0005737;GO:0005739,,,376
ENSG00000042429,MED17,Vesicles,,APE,Uncertain,GO:0043231,,,377
ENSG00000042445,RETSAT,Nucleoli,,APE,Uncertain,GO:0005730,,,378
ENSG00000042493,CAPG,Nucleus,,APE,Supportive,GO:0005634,,,379
ENSG00000043093,DCUN1D1,Nucleus,Cytoplasm,APE,Uncertain,GO:0005634,GO:0005737,,380
ENSG00000043143,JADE2,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,381
ENSG00000043355,ZIC2,Nucleus,,APE,Supportive,GO:0005634,,,382
ENSG00000043514,TRIT1,Nucleus,Cytoplasm;Golgi apparatus,APE,Uncertain,GO:0005634,GO:0005737;GO:0005794,,383
ENSG00000044090,CUL7,Nucleus;Cytoplasm,,APE,Supportive,GO:0005634;GO:0005737,,,384
ENSG00000044115,CTNNA1,Plasma membrane;Cell Junctions,,APE,Supportive,GO:0005886;GO:0030054,,,385
ENSG00000044446,PHKA2,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,386
ENSG00000044524,EPHA3,Golgi apparatus,Nucleus but not nucleoli;Cytoplasm,APE,Uncertain,GO:0005794,GO:0005654;GO:0005737,,387
ENSG00000044574,HSPA5,Cytoplasm,,APE,Supportive,GO:0005737,,,388
ENSG00000046604,DSG2,Plasma membrane,Cell Junctions,APE,Supportive,GO:0005886,GO:0030054,,389
ENSG00000046647,GEMIN8,Nucleus but not nucleoli;Cytoplasm,,APE,Supportive,GO:0005654;GO:0005737,,,390
ENSG00000046651,OFD1,Cytoskeleton (Microtubules),,APE,Supportive,GO:0015630,,,391
ENSG00000047056,WDR37,Cytoplasm;Cytoskeleton (Intermediate filaments);Centrosome,,APE,Uncertain,GO:0005737;GO:0045111;GO:0005813,,,392
ENSG00000047230,CTPS2,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,393
ENSG00000047249,ATP6V1H,Cytoskeleton (Actin filaments),Cytoplasm,APE,Uncertain,GO:0015629,GO:0005737,,394
ENSG00000047346,FAM214A,Nucleus but not nucleoli,Golgi apparatus,APE,Supportive,GO:0005654,GO:0005794,,395
ENSG00000047365,ARAP2,Nucleus but not nucleoli;Cytoskeleton (Actin filaments);Focal Adhesions,,APE,Uncertain,GO:0005654;GO:0015629;GO:0005925,,,396
ENSG00000047410,TPR,Nuclear membrane,,APE,Supportive,GO:0031965,,,397
ENSG00000047578,KIAA0556,Nucleus but not nucleoli,Plasma membrane,APE,Supportive,GO:0005654,GO:0005886,,398
ENSG00000047579,DTNBP1,Cytoskeleton (Microtubules),Cytoskeleton (Cytokinetic bridge),APE,Supportive,GO:0015630,GO:0045171,,399
ENSG00000047597,XK,Mitochondria,Nucleus but not nucleoli;Vesicles,APE,Uncertain,GO:0005739,GO:0005654;GO:0043231,,400
ENSG00000047617,ANO2,Plasma membrane,Nucleus but not nucleoli,APE,Supportive,GO:0005886,GO:0005654,,401
ENSG00000047621,C12orf4,Nucleus,,APE,Uncertain,GO:0005634,,,402
ENSG00000047634,SCML1,Nucleus,,APE,Uncertain,GO:0005634,,,403
ENSG00000047644,WWC3,Cytoplasm,Cytoskeleton (Actin filaments),APE,Uncertain,GO:0005737,GO:0015629,,404
ENSG00000047849,MAP4,Plasma membrane;Cytoplasm,Cytoskeleton (Microtubules),APE,Supportive,GO:0005886;GO:0005737,GO:0015630,,405
ENSG00000047932,GOPC,Golgi apparatus,,APE,Supportive,GO:0005794,,,406
ENSG00000048028,USP28,Nucleus,Nucleoli,APE,Supportive,GO:0005634,GO:0005730,,407
ENSG00000048052,HDAC9,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,408
ENSG00000048140,TSPAN17,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,409
ENSG00000048162,NOP16,Nucleoli,,APE,Supportive,GO:0005730,,,410
ENSG00000048392,RRM2B,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,411
ENSG00000048405,ZNF800,Nucleoli,Cytoplasm,APE,Supportive,GO:0005730,GO:0005737,,412
ENSG00000048544,MRPS10,Mitochondria,Cytoskeleton (Actin filaments),APE,Uncertain,GO:0005739,GO:0015629,,413
ENSG00000048545,GUCA1A,Plasma membrane,,APE,Uncertain,GO:0005886,,,414
ENSG00000048649,RSF1,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,415
ENSG00000048740,CELF2,Cytoskeleton (Microtubules);Cytoskeleton (Cytokinetic bridge),Nucleus but not nucleoli,APE,Uncertain,GO:0015630;GO:0045171,GO:0005654,,416
ENSG00000048828,FAM120A,Cytoplasm,,APE,Supportive,GO:0005737,,,417
ENSG00000048991,R3HDM1,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,418
ENSG00000049089,COL9A2,Vesicles,Nucleus,APE,Uncertain,GO:0043231,GO:0005634,,419
ENSG00000049239,H6PD,Cytoplasm,,APE,Uncertain,GO:0005737,,,420
ENSG00000049283,EPN3,Vesicles,Nucleus but not nucleoli,APE,Supportive,GO:0043231,GO:0005654,,421
ENSG00000049323,LTBP1,Cytoplasm,,APE,Uncertain,GO:0005737,,,422
ENSG00000049449,RCN1,Endoplasmic reticulum,,APE,Supportive,GO:0005783,,,423
ENSG00000049541,RFC2,Nucleus but not nucleoli,Golgi apparatus,APE,Supportive,GO:0005654,GO:0005794,,424
ENSG00000049618,ARID1B,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,425
ENSG00000049656,CLPTM1L,Endoplasmic reticulum,,APE,Uncertain,GO:0005783,,,426
ENSG00000049759,NEDD4L,Focal Adhesions,,APE,Uncertain,GO:0005925,,,427
ENSG00000049768,FOXP3,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,428
ENSG00000049769,PPP1R3F,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,429
ENSG00000050030,KIAA2022,Nucleus;Cytoskeleton (Cytokinetic bridge),,APE,Uncertain,GO:0005634;GO:0045171,,,430
ENSG00000050130,JKAMP,Vesicles,Nucleus but not nucleoli,APE,Uncertain,GO:0043231,GO:0005654,,431
ENSG00000050165,DKK3,Cytoplasm,Plasma membrane,APE,Supportive,GO:0005737,GO:0005886,,432
ENSG00000050327,ARHGEF5,Plasma membrane;Cytoplasm,Nucleus but not nucleoli,APE,Uncertain,GO:0005886;GO:0005737,GO:0005654,,433
ENSG00000050344,NFE2L3,Nucleus but not nucleoli;Vesicles,,APE,Uncertain,GO:0005654;GO:0043231,,,434
ENSG00000050405,LIMA1,Plasma membrane;Cytoskeleton (Actin filaments),Cytoplasm;Focal Adhesions,APE,Supportive,GO:0005886;GO:0015629,GO:0005737;GO:0005925,,435
ENSG00000050748,MAPK9,,,APE,Supportive,,,,436
ENSG00000050820,BCAR1,Plasma membrane;Cytoplasm,Nucleoli;Focal Adhesions,APE,Supportive,GO:0005886;GO:0005737,GO:0005730;GO:0005925,,437
ENSG00000051009,FAM160A2,Mitochondria,,APE,Uncertain,GO:0005739,,,438
ENSG00000051108,HERPUD1,Plasma membrane;Cytoplasm,,APE,Uncertain,GO:0005886;GO:0005737,,,439
ENSG00000051128,HOMER3,Cytoplasm,Plasma membrane,APE,Supportive,GO:0005737,GO:0005886,,440
ENSG00000051180,RAD51,Nucleoli,Cytoplasm;Mitochondria,APE,Supportive,GO:0005730,GO:0005737;GO:0005739,,441
ENSG00000051341,POLQ,Nucleus;Cytoplasm;Golgi apparatus,,APE,Uncertain,GO:0005634;GO:0005737;GO:0005794,,,442
ENSG00000051382,PIK3CB,Nucleus but not nucleoli,Nucleoli;Cytoskeleton (Cytokinetic bridge),APE,Uncertain,GO:0005654,GO:0005730;GO:0045171,,443
ENSG00000051596,THOC3,Nucleus but not nucleoli,Vesicles,APE,Supportive,GO:0005654,GO:0043231,,444
ENSG00000051825,MPHOSPH9,Plasma membrane;Cytoplasm,Centrosome,APE,Supportive,GO:0005886;GO:0005737,GO:0005813,,445
ENSG00000052126,PLEKHA5,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,446
ENSG00000052344,PRSS8,Nucleus,Nucleoli;Microtubule organizing center,APE,Uncertain,GO:0005634,GO:0005730;GO:0005815,,447
ENSG00000052723,SIKE1,Focal Adhesions,Vesicles,APE,Uncertain,GO:0005925,GO:0043231,,448
ENSG00000052749,RRP12,Nucleoli,,APE,Supportive,GO:0005730,,,449
ENSG00000052795,FNIP2,Cytoplasm,Nucleus but not nucleoli;Plasma membrane;Microtubule organizing center,APE,Uncertain,GO:0005737,GO:0005654;GO:0005886;GO:0005815,,450
ENSG00000052841,TTC17,Plasma membrane,Cytoplasm,APE,Supportive,GO:0005886,GO:0005737,,451
ENSG00000053108,FSTL4,Mitochondria,,APE,Uncertain,GO:0005739,,,452
ENSG00000053254,FOXN3,Nucleus;Plasma membrane,Cytoskeleton (Cytokinetic bridge),APE,Uncertain,GO:0005634;GO:0005886,GO:0045171,,453
ENSG00000053371,AKR7A2,Cytoplasm,,APE,Supportive,GO:0005737,,,454
ENSG00000053372,MRTO4,Nucleus,Nucleoli;Nuclear membrane,APE,Supportive,GO:0005634,GO:0005730;GO:0031965,,455
ENSG00000053501,USE1,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,456
ENSG00000053524,MCF2L2,Plasma membrane;Cytoplasm,,APE,Uncertain,GO:0005886;GO:0005737,,,457
ENSG00000053702,NRIP2,Nucleus,Cytoplasm,APE,Uncertain,GO:0005634,GO:0005737,,458
ENSG00000053747,LAMA3,Cytoplasm,Endoplasmic reticulum;Vesicles,APE,Uncertain,GO:0005737,GO:0005783;GO:0043231,,459
ENSG00000053900,ANAPC4,Cytoskeleton (Intermediate filaments),,APE,Uncertain,GO:0045111,,,460
ENSG00000054116,TRAPPC3,Cytoplasm,Golgi apparatus,APE,Uncertain,GO:0005737,GO:0005794,,461
ENSG00000054118,THRAP3,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,462
ENSG00000054148,PHPT1,Cytoplasm,Nucleus but not nucleoli,APE,Uncertain,GO:0005737,GO:0005654,,463
ENSG00000054219,LY75,Golgi apparatus,,APE,Uncertain,GO:0005794,,,464
ENSG00000054267,ARID4B,Nucleus but not nucleoli,Vesicles,APE,Uncertain,GO:0005654,GO:0043231,,465
ENSG00000054277,OPN3,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,466
ENSG00000054392,HHAT,Golgi apparatus,,APE,Uncertain,GO:0005794,,,467
ENSG00000054523,KIF1B,Nucleoli;Cytoplasm,,APE,Uncertain,GO:0005730;GO:0005737,,,468
ENSG00000054598,FOXC1,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,469
ENSG00000054611,TBC1D22A,Golgi apparatus,Nucleus but not nucleoli;Vesicles,APE,Uncertain,GO:0005794,GO:0005654;GO:0043231,,470
ENSG00000054654,SYNE2,Nuclear membrane,,APE,Supportive,GO:0031965,,,471
ENSG00000054690,PLEKHH1,Centrosome,,APE,Uncertain,GO:0005813,,,472
ENSG00000054793,ATP9A,Nucleus;Nucleoli,,APE,Supportive,GO:0005634;GO:0005730,,,473
ENSG00000054938,CHRDL2,Mitochondria,,APE,Uncertain,GO:0005739,,,474
ENSG00000054965,FAM168A,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,475
ENSG00000054967,RELT,Nucleus,,APE,Supportive,GO:0005634,,,476
ENSG00000055044,NOP58,Nucleoli,Nucleus,APE,Supportive,GO:0005730,GO:0005634,,477
ENSG00000055070,SZRD1,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,478
ENSG00000055130,CUL1,Nucleus,,APE,Supportive,GO:0005634,,,479
ENSG00000055147,FAM114A2,Cytoplasm,Vesicles,APE,Supportive,GO:0005737,GO:0043231,,480
ENSG00000055211,GINM1,Nucleoli,Nucleus but not nucleoli;Plasma membrane,APE,Uncertain,GO:0005730,GO:0005654;GO:0005886,,481
ENSG00000055332,EIF2AK2,Cytoplasm,,APE,Supportive,GO:0005737,,,482
ENSG00000055483,USP36,Nucleoli,,APE,Supportive,GO:0005730,,,483
ENSG00000055609,KMT2C,Nucleus but not nucleoli,Golgi apparatus,APE,Uncertain,GO:0005654,GO:0005794,,484
ENSG00000055732,MCOLN3,Nucleoli;Cytoplasm,,APE,Uncertain,GO:0005730;GO:0005737,,,485
ENSG00000055917,PUM2,Cytoplasm,,APE,Supportive,GO:0005737,,,486
ENSG00000055950,MRPL43,Nucleus but not nucleoli;Mitochondria,,APE,Uncertain,GO:0005654;GO:0005739,,,487
ENSG00000055955,ITIH4,Vesicles,,APE,Uncertain,GO:0043231,,,488
ENSG00000055957,ITIH1,Vesicles,,APE,Uncertain,GO:0043231,,,489
ENSG00000056050,C4orf27,Cytoplasm,Cytoskeleton (Microtubules);Cytoskeleton (Cytokinetic bridge),APE,Uncertain,GO:0005737,GO:0015630;GO:0045171,,490
ENSG00000056097,ZFR,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,491
ENSG00000056277,ZNF280C,Nucleus;Nucleoli,,APE,Uncertain,GO:0005634;GO:0005730,,,492
